Rule_Number,ICD_10_Code,Category,Code_Description
Rule 3A,F324,Related mental disorders,"Major depressive disorder, single episode, in partial remission"
Rule 3A,F325,Related mental disorders,"Major depressive disorder, single episode, in full remission"
Rule 3A,F328,Related mental disorders,Other depressive episodes
Rule 3A,F329,Related mental disorders,"Major depressive disorder, single episode, unspecified"
Rule 3A,F33,Related mental disorders,"Major depressive disorder, recurrent"
Rule 3A,F330,Related mental disorders,"Major depressive disorder, recurrent, mild"
Rule 3A,F331,Related mental disorders,"Major depressive disorder, recurrent, moderate"
Rule 3A,F332,Related mental disorders,"Major depressive disorder, recurrent severe without psychotic features"
Rule 3A,F333,Related mental disorders,"Major depressive disorder, recurrent, severe with psychotic symptoms"
Rule 3A,F334,Related mental disorders,"Major depressive disorder, recurrent, in remission"
Rule 3A,F3340,Related mental disorders,"Major depressive disorder, recurrent, in remission, unspecified"
Rule 3A,F3341,Related mental disorders,"Major depressive disorder, recurrent, in partial remission"
Rule 3A,F3342,Related mental disorders,"Major depressive disorder, recurrent, in full remission"
Rule 3A,F338,Related mental disorders,Other recurrent depressive disorders
Rule 3A,F339,Related mental disorders,"Major depressive disorder, recurrent, unspecified"
Rule 3A,F34,Related mental disorders,Persistent mood [affective] disorders
Rule 3A,F341,Related mental disorders,Dysthymic disorder
Rule 3A,F348,Related mental disorders,Other persistent mood [affective] disorders
Rule 3A,F349,Related mental disorders,"Persistent mood [affective] disorder, unspecified"
Rule 3A,F39,Related mental disorders,Unspecified mood [affective] disorder
Rule 3A,F41,Related mental disorders,Other anxiety disorders
Rule 3A,F410,Related mental disorders,Panic disorder [episodic paroxysmal anxiety] without agoraphobia
Rule 3A,F411,Related mental disorders,Generalized anxiety disorder
Rule 3A,F413,Related mental disorders,Other mixed anxiety disorders
Rule 3A,F418,Related mental disorders,Other specified anxiety disorders
Rule 3A,F419,Related mental disorders,"Anxiety disorder, unspecified"
Rule 3A,F43,Related mental disorders,"Reaction to severe stress, and adjustment disorders"
Rule 3A,F430,Related mental disorders,Acute stress reaction
Rule 3A,F431,Related mental disorders,Post-traumatic stress disorder (PTSD)
Rule 3A,F4310,Related mental disorders,"Post-traumatic stress disorder, unspecified"
Rule 3A,F4311,Related mental disorders,"Post-traumatic stress disorder, acute"
Rule 3A,F4312,Related mental disorders,"Post-traumatic stress disorder, chronic"
Rule 3A,F432,Related mental disorders,Adjustment disorders
Rule 3A,F4320,Related mental disorders,"Adjustment disorder, unspecified"
Rule 3A,F4321,Related mental disorders,Adjustment disorder with depressed mood
Rule 3A,F4322,Related mental disorders,Adjustment disorder with anxiety
Rule 3A,F4323,Related mental disorders,Adjustment disorder with mixed anxiety and depressed mood
Rule 3A,F4324,Related mental disorders,Adjustment disorder with disturbance of conduct
Rule 3A,F4325,Related mental disorders,Adjustment disorder with mixed disturbance of emotions and conduct
Rule 3A,F4329,Related mental disorders,Adjustment disorder with other symptoms
Rule 3A,F438,Related mental disorders,Other reactions to severe stress
Rule 3A,F439,Related mental disorders,"Reaction to severe stress, unspecified"
Rule 3A,F48,Related mental disorders,Other nonpsychotic mental disorders
Rule 3A,F488,Related mental disorders,Other specified nonpsychotic mental disorders
Rule 3A,F489,Related mental disorders,"Nonpsychotic mental disorder, unspecified"
Rule 3A,F53,Related mental disorders,Puerperal psychosis
Rule 3A,F60,Related mental disorders,Specific personality disorders
Rule 3A,F600,Related mental disorders,Paranoid personality disorder
Rule 3A,F601,Related mental disorders,Schizoid personality disorder
Rule 3A,F602,Related mental disorders,Antisocial personality disorder
Rule 3A,F603,Related mental disorders,Borderline personality disorder
Rule 3A,F604,Related mental disorders,Histrionic personality disorder
Rule 3A,F605,Related mental disorders,Obsessive-compulsive personality disorder
Rule 3A,F606,Related mental disorders,Avoidant personality disorder
Rule 3A,F607,Related mental disorders,Dependent personality disorder
Rule 3A,F608,Related mental disorders,Other specific personality disorders
Rule 3A,F6081,Related mental disorders,Narcissistic personality disorder
Rule 3A,F6089,Related mental disorders,Other specific personality disorders
Rule 3A,F609,Related mental disorders,"Personality disorder, unspecified"
Rule 3A,F68,Related mental disorders,Other disorders of adult personality and behavior
Rule 3A,F688,Related mental disorders,Other specified disorders of adult personality and behavior
Rule 3A,F69,Related mental disorders,Unspecified disorder of adult personality and behavior
Rule 3A,F99,Related mental disorders,"Mental disorder, not otherwise specified"
Rule 3A,R440,Related mental disorders,Auditory hallucinations
Rule 3A,R441,Related mental disorders,Visual hallucinations
Rule 3A,R442,Related mental disorders,Other hallucinations
Rule 3A,R443,Related mental disorders,"Hallucinations, unspecified"
Rule 3B,S0000XA,Related open wounds,"Unspecified superficial injury of scalp, initial encounter"
Rule 3B,S0001XA,Related open wounds,"Abrasion of scalp, initial encounter"
Rule 3B,S0003XA,Related open wounds,"Contusion of scalp, initial encounter"
Rule 3B,S0005XA,Related open wounds,"Superficial foreign body of scalp, initial encounter"
Rule 3B,S0010XA,Related open wounds,"Contusion of unspecified eyelid and periocular area, initial encounter"
Rule 3B,S0011XA,Related open wounds,"Contusion of right eyelid and periocular area, initial encounter"
Rule 3B,S0012XA,Related open wounds,"Contusion of left eyelid and periocular area, initial encounter"
Rule 3B,S00201A,Related open wounds,"Unspecified superficial injury of right eyelid and periocular area, initial encounter"
Rule 3B,S00202A,Related open wounds,"Unspecified superficial injury of left eyelid and periocular area, initial encounter"
Rule 3B,S00209A,Related open wounds,"Unspecified superficial injury of unspecified eyelid and periocular area, initial encounter"
Rule 3B,S00211A,Related open wounds,"Abrasion of right eyelid and periocular area, initial encounter"
Rule 3B,S00212A,Related open wounds,"Abrasion of left eyelid and periocular area, initial encounter"
Rule 3B,S00219A,Related open wounds,"Abrasion of unspecified eyelid and periocular area, initial encounter"
Rule 3B,S00251A,Related open wounds,"Superficial foreign body of right eyelid and periocular area, initial encounter"
Rule 3B,S00252A,Related open wounds,"Superficial foreign body of left eyelid and periocular area, initial encounter"
Rule 3B,S00259A,Related open wounds,"Superficial foreign body of unspecified eyelid and periocular area, initial encounter"
Rule 3B,S0030XA,Related open wounds,"Unspecified superficial injury of nose, initial encounter"
Rule 3B,S0031XA,Related open wounds,"Abrasion of nose, initial encounter"
Rule 3B,S0033XA,Related open wounds,"Contusion of nose, initial encounter"
Rule 3B,S0035XA,Related open wounds,"Superficial foreign body of nose, initial encounter"
Rule 3B,S00401A,Related open wounds,"Unspecified superficial injury of right ear, initial encounter"
Rule 3B,S00402A,Related open wounds,"Unspecified superficial injury of left ear, initial encounter"
Rule 3B,S00409A,Related open wounds,"Unspecified superficial injury of unspecified ear, initial encounter"
Rule 3B,S00411A,Related open wounds,"Abrasion of right ear, initial encounter"
Rule 3B,S00412A,Related open wounds,"Abrasion of left ear, initial encounter"
Rule 3B,S00419A,Related open wounds,"Abrasion of unspecified ear, initial encounter"
Rule 3B,S00431A,Related open wounds,"Contusion of right ear, initial encounter"
Rule 3B,S00432A,Related open wounds,"Contusion of left ear, initial encounter"
Rule 3B,S00439A,Related open wounds,"Contusion of unspecified ear, initial encounter"
Rule 3B,S00451A,Related open wounds,"Superficial foreign body of right ear, initial encounter"
Rule 3B,S00452A,Related open wounds,"Superficial foreign body of left ear, initial encounter"
Rule 3B,S00459A,Related open wounds,"Superficial foreign body of unspecified ear, initial encounter"
Rule 3B,S00501A,Related open wounds,"Unspecified superficial injury of lip, initial encounter"
Rule 3B,S00502A,Related open wounds,"Unspecified superficial injury of oral cavity, initial encounter"
Rule 3B,S00511A,Related open wounds,"Abrasion of lip, initial encounter"
Rule 3B,S00512A,Related open wounds,"Abrasion of oral cavity, initial encounter"
Rule 3B,S00531A,Related open wounds,"Contusion of lip, initial encounter"
Rule 3B,S00532A,Related open wounds,"Contusion of oral cavity, initial encounter"
Rule 3B,S00551A,Related open wounds,"Superficial foreign body of lip, initial encounter"
Rule 3B,S00552A,Related open wounds,"Superficial foreign body of oral cavity, initial encounter"
Rule 3B,S0080XA,Related open wounds,"Unspecified superficial injury of other part of head, initial encounter"
Rule 3B,S0081XA,Related open wounds,"Abrasion of other part of head, initial encounter"
Rule 3B,S0083XA,Related open wounds,"Contusion of other part of head, initial encounter"
Rule 3B,S0085XA,Related open wounds,"Superficial foreign body of other part of head, initial encounter"
Rule 3B,S0090XA,Related open wounds,"Unspecified superficial injury of unspecified part of head, initial encounter"
Rule 3B,S0091XA,Related open wounds,"Abrasion of unspecified part of head, initial encounter"
Rule 3B,S0093XA,Related open wounds,"Contusion of unspecified part of head, initial encounter"
Rule 3B,S0095XA,Related open wounds,"Superficial foreign body of unspecified part of head, initial encounter"
Rule 3B,S0100XA,Related open wounds,"Unspecified open wound of scalp, initial encounter"
Rule 3B,S0101XA,Related open wounds,"Laceration without foreign body of scalp, initial encounter"
Rule 3B,S0102XA,Related open wounds,"Laceration with foreign body of scalp, initial encounter"
Rule 3B,S0103XA,Related open wounds,"Puncture wound without foreign body of scalp, initial encounter"
Rule 3B,S0104XA,Related open wounds,"Puncture wound with foreign body of scalp, initial encounter"
Rule 3B,S01101A,Related open wounds,"Unspecified open wound of right eyelid and periocular area, initial encounter"
Rule 3B,S01102A,Related open wounds,"Unspecified open wound of left eyelid and periocular area, initial encounter"
Rule 3B,S01109A,Related open wounds,"Unspecified open wound of unspecified eyelid and periocular area, initial encounter"
Rule 3B,S01111A,Related open wounds,"Laceration without foreign body of right eyelid and periocular area, initial encounter"
Rule 3B,S01112A,Related open wounds,"Laceration without foreign body of left eyelid and periocular area, initial encounter"
Rule 3B,S01119A,Related open wounds,"Laceration without foreign body of unspecified eyelid and periocular area, initial encounter"
Rule 3B,S01121A,Related open wounds,"Laceration with foreign body of right eyelid and periocular area, initial encounter"
Rule 3B,S01122A,Related open wounds,"Laceration with foreign body of left eyelid and periocular area, initial encounter"
Rule 3B,S01129A,Related open wounds,"Laceration with foreign body of unspecified eyelid and periocular area, initial encounter"
Rule 3B,S01131A,Related open wounds,"Puncture wound without foreign body of right eyelid and periocular area, initial encounter"
Rule 3B,S01132A,Related open wounds,"Puncture wound without foreign body of left eyelid and periocular area, initial encounter"
Rule 3B,S01139A,Related open wounds,"Puncture wound without foreign body of unspecified eyelid and periocular area, initial encounter"
Rule 3B,S01141A,Related open wounds,"Puncture wound with foreign body of right eyelid and periocular area, initial encounter"
Rule 3B,S01142A,Related open wounds,"Puncture wound with foreign body of left eyelid and periocular area, initial encounter"
Rule 3B,S01149A,Related open wounds,"Puncture wound with foreign body of unspecified eyelid and periocular area, initial encounter"
Rule 3B,S0120XA,Related open wounds,"Unspecified open wound of nose, initial encounter"
Rule 3B,S0121XA,Related open wounds,"Laceration without foreign body of nose, initial encounter"
Rule 3B,S0122XA,Related open wounds,"Laceration with foreign body of nose, initial encounter"
Rule 3B,S0123XA,Related open wounds,"Puncture wound without foreign body of nose, initial encounter"
Rule 3B,S0124XA,Related open wounds,"Puncture wound with foreign body of nose, initial encounter"
Rule 3B,S01301A,Related open wounds,"Unspecified open wound of right ear, initial encounter"
Rule 3B,S01302A,Related open wounds,"Unspecified open wound of left ear, initial encounter"
Rule 3B,S01309A,Related open wounds,"Unspecified open wound of unspecified ear, initial encounter"
Rule 3B,S01311A,Related open wounds,"Laceration without foreign body of right ear, initial encounter"
Rule 3B,S01312A,Related open wounds,"Laceration without foreign body of left ear, initial encounter"
Rule 3B,S01319A,Related open wounds,"Laceration without foreign body of unspecified ear, initial encounter"
Rule 3B,S01321A,Related open wounds,"Laceration with foreign body of right ear, initial encounter"
Rule 3B,S01322A,Related open wounds,"Laceration with foreign body of left ear, initial encounter"
Rule 3B,S01329A,Related open wounds,"Laceration with foreign body of unspecified ear, initial encounter"
Rule 3B,S01331A,Related open wounds,"Puncture wound without foreign body of right ear, initial encounter"
Rule 3B,S01332A,Related open wounds,"Puncture wound without foreign body of left ear, initial encounter"
Rule 3B,S01339A,Related open wounds,"Puncture wound without foreign body of unspecified ear, initial encounter"
Rule 3B,S01341A,Related open wounds,"Puncture wound with foreign body of right ear, initial encounter"
Rule 3B,S01342A,Related open wounds,"Puncture wound with foreign body of left ear, initial encounter"
Rule 3B,S01349A,Related open wounds,"Puncture wound with foreign body of unspecified ear, initial encounter"
Rule 3B,S01401A,Related open wounds,"Unspecified open wound of right cheek and temporomandibular area, initial encounter"
Rule 3B,S01402A,Related open wounds,"Unspecified open wound of left cheek and temporomandibular area, initial encounter"
Rule 3B,S01409A,Related open wounds,"Unspecified open wound of unspecified cheek and temporomandibular area, initial encounter"
Rule 3B,S01411A,Related open wounds,"Laceration without foreign body of right cheek and temporomandibular area, initial encounter"
Rule 3B,S01412A,Related open wounds,"Laceration without foreign body of left cheek and temporomandibular area, initial encounter"
Rule 3B,S01419A,Related open wounds,"Laceration without foreign body of unspecified cheek and temporomandibular area, initial encounter"
Rule 3B,S01421A,Related open wounds,"Laceration with foreign body of right cheek and temporomandibular area, initial encounter"
Rule 3B,S01422A,Related open wounds,"Laceration with foreign body of left cheek and temporomandibular area, initial encounter"
Rule 3B,S01429A,Related open wounds,"Laceration with foreign body of unspecified cheek and temporomandibular area, initial encounter"
Rule 3B,S01431A,Related open wounds,"Puncture wound without foreign body of right cheek and temporomandibular area, initial encounter"
Rule 3B,S01432A,Related open wounds,"Puncture wound without foreign body of left cheek and temporomandibular area, initial encounter"
Rule 3B,S01439A,Related open wounds,"Puncture wound without foreign body of unspecified cheek and temporomandibular area, initial encounter"
Rule 3B,S01441A,Related open wounds,"Puncture wound with foreign body of right cheek and temporomandibular area, initial encounter"
Rule 3B,S01442A,Related open wounds,"Puncture wound with foreign body of left cheek and temporomandibular area, initial encounter"
Rule 3B,S01449A,Related open wounds,"Puncture wound with foreign body of unspecified cheek and temporomandibular area, initial encounter"
Rule 3B,S01501A,Related open wounds,"Unspecified open wound of lip, initial encounter"
Rule 3B,S01502A,Related open wounds,"Unspecified open wound of oral cavity, initial encounter"
Rule 3B,S01511A,Related open wounds,"Laceration without foreign body of lip, initial encounter"
Rule 3B,S01512A,Related open wounds,"Laceration without foreign body of oral cavity, initial encounter"
Rule 3B,S01521A,Related open wounds,"Laceration with foreign body of lip, initial encounter"
Rule 3B,S01522A,Related open wounds,"Laceration with foreign body of oral cavity, initial encounter"
Rule 3B,S01531A,Related open wounds,"Puncture wound without foreign body of lip, initial encounter"
Rule 3B,S01532A,Related open wounds,"Puncture wound without foreign body of oral cavity, initial encounter"
Rule 3B,S01541A,Related open wounds,"Puncture wound with foreign body of lip, initial encounter"
Rule 3B,S01542A,Related open wounds,"Puncture wound with foreign body of oral cavity, initial encounter"
Rule 3B,S0180XA,Related open wounds,"Unspecified open wound of other part of head, initial encounter"
Rule 3B,S0181XA,Related open wounds,"Laceration without foreign body of other part of head, initial encounter"
Rule 3B,S0182XA,Related open wounds,"Laceration with foreign body of other part of head, initial encounter"
Rule 3B,S0183XA,Related open wounds,"Puncture wound without foreign body of other part of head, initial encounter"
Rule 3B,S0184XA,Related open wounds,"Puncture wound with foreign body of other part of head, initial encounter"
Rule 3B,S0190XA,Related open wounds,"Unspecified open wound of unspecified part of head, initial encounter"
Rule 3B,S0191XA,Related open wounds,"Laceration without foreign body of unspecified part of head, initial encounter"
Rule 3B,S0192XA,Related open wounds,"Laceration with foreign body of unspecified part of head, initial encounter"
Rule 3B,S0193XA,Related open wounds,"Puncture wound without foreign body of unspecified part of head, initial encounter"
Rule 3B,S0194XA,Related open wounds,"Puncture wound with foreign body of unspecified part of head, initial encounter"
Rule 3B,S0500XA,Related open wounds,"Injury of conjunctiva and corneal abrasion without foreign body, unspecified eye, initial encounter"
Rule 3B,S0501XA,Related open wounds,"Injury of conjunctiva and corneal abrasion without foreign body, right eye, initial encounter"
Rule 3B,S0502XA,Related open wounds,"Injury of conjunctiva and corneal abrasion without foreign body, left eye, initial encounter"
Rule 3B,S0510XA,Related open wounds,"Contusion of eyeball and orbital tissues, unspecified eye, initial encounter"
Rule 3B,S0511XA,Related open wounds,"Contusion of eyeball and orbital tissues, right eye, initial encounter"
Rule 3B,S0512XA,Related open wounds,"Contusion of eyeball and orbital tissues, left eye, initial encounter"
Rule 3B,S0520XA,Related open wounds,"Ocular laceration and rupture with prolapse or loss of intraocular tissue, unspecified eye, initial encounter"
Rule 3B,S0521XA,Related open wounds,"Ocular laceration and rupture with prolapse or loss of intraocular tissue, right eye, initial encounter"
Rule 3B,S0522XA,Related open wounds,"Ocular laceration and rupture with prolapse or loss of intraocular tissue, left eye, initial encounter"
Rule 3B,S0530XA,Related open wounds,"Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye, initial encounter"
Rule 3B,S0531XA,Related open wounds,"Ocular laceration without prolapse or loss of intraocular tissue, right eye, initial encounter"
Rule 3B,S0532XA,Related open wounds,"Ocular laceration without prolapse or loss of intraocular tissue, left eye, initial encounter"
Rule 3B,S0540XA,Related open wounds,"Penetrating wound of orbit with or without foreign body, unspecified eye, initial encounter"
Rule 3B,S0541XA,Related open wounds,"Penetrating wound of orbit with or without foreign body, right eye, initial encounter"
Rule 3B,S0542XA,Related open wounds,"Penetrating wound of orbit with or without foreign body, left eye, initial encounter"
Rule 3B,S0550XA,Related open wounds,"Penetrating wound with foreign body of unspecified eyeball, initial encounter"
Rule 3B,S0551XA,Related open wounds,"Penetrating wound with foreign body of right eyeball, initial encounter"
Rule 3B,S0552XA,Related open wounds,"Penetrating wound with foreign body of left eyeball, initial encounter"
Rule 3B,S0560XA,Related open wounds,"Penetrating wound without foreign body of unspecified eyeball, initial encounter"
Rule 3B,S0561XA,Related open wounds,"Penetrating wound without foreign body of right eyeball, initial encounter"
Rule 3B,S0562XA,Related open wounds,"Penetrating wound without foreign body of left eyeball, initial encounter"
Rule 3B,S06310A,Related open wounds,"Contusion and laceration of right cerebrum without loss of consciousness, initial encounter"
Rule 3B,S06311A,Related open wounds,"Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter"
Rule 3B,S06312A,Related open wounds,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
Rule 3B,S06313A,Related open wounds,"Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
Rule 3B,S06314A,Related open wounds,"Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter"
Rule 3B,S06315A,Related open wounds,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
Rule 3B,S06316A,Related open wounds,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
Rule 3B,S06317A,Related open wounds,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
Rule 3B,S06318A,Related open wounds,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
Rule 3B,S06319A,Related open wounds,"Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, initial encounter"
Rule 3B,S06320A,Related open wounds,"Contusion and laceration of left cerebrum without loss of consciousness, initial encounter"
Rule 3B,S06321A,Related open wounds,"Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter"
Rule 3B,S06322A,Related open wounds,"Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
Rule 3B,S06323A,Related open wounds,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
Rule 3B,S06324A,Related open wounds,"Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter"
Rule 3B,S06325A,Related open wounds,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
Rule 3B,S06326A,Related open wounds,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
Rule 3B,S06327A,Related open wounds,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
Rule 3B,S06328A,Related open wounds,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
Rule 3B,S06329A,Related open wounds,"Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, initial encounter"
Rule 3B,S06330A,Related open wounds,"Contusion and laceration of cerebrum, unspecified, without loss of consciousness, initial encounter"
Rule 3B,S06331A,Related open wounds,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter"
Rule 3B,S06332A,Related open wounds,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
Rule 3B,S06333A,Related open wounds,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
Rule 3B,S06334A,Related open wounds,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, initial encounter"
Rule 3B,S06335A,Related open wounds,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
Rule 3B,S06336A,Related open wounds,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
Rule 3B,S06337A,Related open wounds,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
Rule 3B,S06338A,Related open wounds,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
Rule 3B,S06339A,Related open wounds,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of unspecified duration, initial encounter"
Rule 3B,S06370A,Related open wounds,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, initial encounter"
Rule 3B,S06371A,Related open wounds,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, initial encounter"
Rule 3B,S06372A,Related open wounds,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
Rule 3B,S06373A,Related open wounds,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
Rule 3B,S06374A,Related open wounds,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, initial encounter"
Rule 3B,S06375A,Related open wounds,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
Rule 3B,S06376A,Related open wounds,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
Rule 3B,S06377A,Related open wounds,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
Rule 3B,S06378A,Related open wounds,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
Rule 3B,S06379A,Related open wounds,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, initial encounter"
Rule 3B,S0912XA,Related open wounds,"Laceration of muscle and tendon of head, initial encounter"
Rule 3B,S1080XA,Related open wounds,"Unspecified superficial injury of other specified part of neck, initial encounter"
Rule 3B,S1081XA,Related open wounds,"Abrasion of other specified part of neck, initial encounter"
Rule 3B,S1083XA,Related open wounds,"Contusion of other specified part of neck, initial encounter"
Rule 3B,S1085XA,Related open wounds,"Superficial foreign body of other specified part of neck, initial encounter"
Rule 3B,S1090XA,Related open wounds,"Unspecified superficial injury of unspecified part of neck, initial encounter"
Rule 3B,S1091XA,Related open wounds,"Abrasion of unspecified part of neck, initial encounter"
Rule 3B,S1093XA,Related open wounds,"Contusion of unspecified part of neck, initial encounter"
Rule 3B,S1095XA,Related open wounds,"Superficial foreign body of unspecified part of neck, initial encounter"
Rule 3B,S1180XA,Related open wounds,"Unspecified open wound of other specified part of neck, initial encounter"
Rule 3B,S1181XA,Related open wounds,"Laceration without foreign body of other specified part of neck, initial encounter"
Rule 3B,S1182XA,Related open wounds,"Laceration with foreign body of other specified part of neck, initial encounter"
Rule 3B,S1183XA,Related open wounds,"Puncture wound without foreign body of other specified part of neck, initial encounter"
Rule 3B,S1184XA,Related open wounds,"Puncture wound with foreign body of other specified part of neck, initial encounter"
Rule 3B,S1189XA,Related open wounds,"Other open wound of other specified part of neck, initial encounter"
Rule 3B,S1190XA,Related open wounds,"Unspecified open wound of unspecified part of neck, initial encounter"
Rule 3B,S1191XA,Related open wounds,"Laceration without foreign body of unspecified part of neck, initial encounter"
Rule 3B,S1192XA,Related open wounds,"Laceration with foreign body of unspecified part of neck, initial encounter"
Rule 3B,S1193XA,Related open wounds,"Puncture wound without foreign body of unspecified part of neck, initial encounter"
Rule 3B,S1194XA,Related open wounds,"Puncture wound with foreign body of unspecified part of neck, initial encounter"
Rule 3B,S162XXA,Related open wounds,"Laceration of muscle, fascia and tendon at neck level, initial encounter"
Rule 3B,S2601XA,Related open wounds,"Contusion of heart with hemopericardium, initial encounter"
Rule 3B,S26020A,Related open wounds,"Mild laceration of heart with hemopericardium, initial encounter"
Rule 3B,S26021A,Related open wounds,"Moderate laceration of heart with hemopericardium, initial encounter"
Rule 3B,S26022A,Related open wounds,"Major laceration of heart with hemopericardium, initial encounter"
Rule 3B,S2611XA,Related open wounds,"Contusion of heart without hemopericardium, initial encounter"
Rule 3B,S2612XA,Related open wounds,"Laceration of heart without hemopericardium, initial encounter"
Rule 3B,S2691XA,Related open wounds,"Contusion of heart, unspecified with or without hemopericardium, initial encounter"
Rule 3B,S2692XA,Related open wounds,"Laceration of heart, unspecified with or without hemopericardium, initial encounter"
Rule 3B,S36220A,Related open wounds,"Contusion of head of pancreas, initial encounter"
Rule 3B,S36230A,Related open wounds,"Laceration of head of pancreas, unspecified degree, initial encounter"
Rule 3B,S36240A,Related open wounds,"Minor laceration of head of pancreas, initial encounter"
Rule 3B,S36250A,Related open wounds,"Moderate laceration of head of pancreas, initial encounter"
Rule 3B,S36260A,Related open wounds,"Major laceration of head of pancreas, initial encounter"
Rule 3B,S46121A,Related open wounds,"Laceration of muscle, fascia and tendon of long head of biceps, right arm, initial encounter"
Rule 3B,S46122A,Related open wounds,"Laceration of muscle, fascia and tendon of long head of biceps, left arm, initial encounter"
Rule 3B,S46129A,Related open wounds,"Laceration of muscle, fascia and tendon of long head of biceps, unspecified arm, initial encounter"
Rule 3B,S5010XA,Related open wounds,"Contusion of unspecified forearm, initial encounter"
Rule 3B,S5011XA,Related open wounds,"Contusion of right forearm, initial encounter"
Rule 3B,S5012XA,Related open wounds,"Contusion of left forearm, initial encounter"
Rule 3B,S50811A,Related open wounds,"Abrasion of right forearm, initial encounter"
Rule 3B,S50812A,Related open wounds,"Abrasion of left forearm, initial encounter"
Rule 3B,S50819A,Related open wounds,"Abrasion of unspecified forearm, initial encounter"
Rule 3B,S50851A,Related open wounds,"Superficial foreign body of right forearm, initial encounter"
Rule 3B,S50852A,Related open wounds,"Superficial foreign body of left forearm, initial encounter"
Rule 3B,S50859A,Related open wounds,"Superficial foreign body of unspecified forearm, initial encounter"
Rule 3B,S50911A,Related open wounds,"Unspecified superficial injury of right forearm, initial encounter"
Rule 3B,S50912A,Related open wounds,"Unspecified superficial injury of left forearm, initial encounter"
Rule 3B,S50919A,Related open wounds,"Unspecified superficial injury of unspecified forearm, initial encounter"
Rule 3B,S51801A,Related open wounds,"Unspecified open wound of right forearm, initial encounter"
Rule 3B,S51802A,Related open wounds,"Unspecified open wound of left forearm, initial encounter"
Rule 3B,S51809A,Related open wounds,"Unspecified open wound of unspecified forearm, initial encounter"
Rule 3B,S51811A,Related open wounds,"Laceration without foreign body of right forearm, initial encounter"
